기간,자치구,동,전체세대수,1인세대,2인세대,3인세대,4인세대,5인세대,6인세대,7인세대,8인세대,9인세대,10인세대이상
2021.3/4,금천구,시흥3동,"4,697","1,531","1,346",943,648,188,28,7,5,0,1
2021.3/4,금천구,시흥4동,"9,104","3,349","2,415","1,705","1,249",292,69,17,7,1,0
2021.3/4,금천구,시흥5동,"9,357","4,108","2,397","1,519",992,266,55,14,1,3,2
2021.3/4,영등포구,여의동,"13,422","4,110","3,122","2,946","2,518",527,145,32,11,7,4
2021.3/4,영등포구,당산1동,"10,765","5,700","2,294","1,451","1,014",235,51,14,2,1,3
2021.3/4,영등포구,당산2동,"18,749","9,599","3,361","2,838","2,333",459,120,28,10,0,1
2021.3/4,영등포구,양평1동,"9,583","5,044","2,055","1,334",897,193,40,12,7,1,0
2021.3/4,영등포구,양평2동,"10,643","4,738","2,341","1,763","1,439",283,66,11,1,0,1
2021.3/4,영등포구,신길1동,"10,497","6,713","1,899","1,016",680,154,29,6,0,0,0
2021.3/4,영등포구,신길3동,"7,636","3,091","1,792","1,410","1,063",235,34,8,2,1,0
2021.3/4,영등포구,신길4동,"5,712","2,343","1,350","1,038",791,159,24,7,0,0,0
2021.3/4,영등포구,신길5동,"4,836","1,957","1,175",859,647,165,21,7,1,0,4
2021.3/4,영등포구,신길6동,"9,113","4,118","1,999","1,469","1,185",269,47,16,6,0,4
2021.3/4,영등포구,신길7동,"7,859","2,251","1,801","1,684","1,681",362,55,16,6,3,0
2021.3/4,영등포구,대림1동,"7,123","3,228","1,729","1,091",853,170,36,13,2,0,1
2021.3/4,영등포구,대림2동,"6,932","4,013","1,528",798,438,115,27,10,2,1,0
2021.3/4,영등포구,대림3동,"10,404","4,216","2,608","1,837","1,342",314,60,23,2,1,1
2021.3/4,영등포구,영등포본동,"10,344","4,887","2,170","1,645","1,309",273,46,9,2,1,2
2021.3/4,영등포구,영등포동,"20,220","15,209","2,474","1,368",942,184,35,4,1,1,2
2021.3/4,영등포구,도림동,"9,337","4,764","2,145","1,294",876,201,41,10,5,1,0
2021.3/4,영등포구,문래동,"13,185","3,903","3,110","2,888","2,604",536,111,23,5,3,2
2021.3/4,동작구,노량진2동,"7,417","4,862","1,363",691,380,92,25,2,2,0,0
2021.3/4,동작구,상도1동,"21,477","10,217","4,173","3,517","2,844",581,101,30,9,2,3
2021.3/4,동작구,상도2동,"12,782","5,059","2,788","2,340","2,106",380,84,19,4,1,1
2021.3/4,동작구,상도3동,"12,010","5,569","2,721","1,904","1,404",303,77,24,3,2,3
2021.3/4,동작구,상도4동,"14,059","6,503","3,176","2,253","1,663",373,74,15,0,0,2
2021.3/4,동작구,사당1동,"13,438","8,106","2,659","1,467",953,194,45,8,5,1,0
2021.3/4,동작구,사당3동,"10,521","3,704","2,504","2,121","1,713",348,91,29,5,5,1
2021.3/4,동작구,사당4동,"7,162","3,445","1,646","1,074",790,162,29,11,4,0,1
2021.3/4,동작구,사당5동,"6,606","2,574","1,615","1,270",908,197,33,7,0,0,2
2021.3/4,동작구,대방동,"17,255","7,372","3,372","2,899","2,839",607,121,36,3,3,3
2021.3/4,동작구,신대방1동,"10,215","4,086","2,110","1,764","1,765",392,75,16,5,1,1
2021.3/4,동작구,신대방2동,"9,510","4,561","1,834","1,397","1,283",336,72,20,7,0,0
2021.3/4,동작구,흑석동,"14,057","5,477","3,134","2,672","2,189",461,98,21,4,1,0
2021.3/4,동작구,노량진1동,"16,162","8,070","3,365","2,364","1,823",432,79,21,6,1,1
2021.3/4,동작구,사당2동,"12,154","4,327","3,106","2,424","1,760",416,96,15,6,4,0
2021.3/4,관악구,보라매동,"12,851","6,744","2,773","1,718","1,250",286,62,12,2,3,1
2021.3/4,관악구,청림동,"6,465","2,090","1,655","1,409","1,045",199,49,9,8,0,1
2021.3/4,관악구,행운동,"17,549","11,361","2,936","1,703","1,174",293,68,10,4,0,0
2021.3/4,관악구,낙성대동,"11,269","8,158","1,575",765,574,147,38,9,1,0,2
2021.3/4,관악구,중앙동,"9,822","6,784","1,581",745,562,118,23,7,0,1,1
2021.3/4,관악구,인헌동,"14,365","8,295","2,744","1,694","1,261",287,59,21,3,0,1
2021.3/4,관악구,남현동,"9,656","5,232","1,947","1,295",902,198,62,12,4,2,2
2021.3/4,관악구,서원동,"14,277","9,499","2,512","1,273",748,185,47,10,3,0,0
2021.3/4,관악구,신원동,"10,929","6,914","2,081","1,070",682,135,40,3,1,2,1
2021.3/4,관악구,서림동,"14,391","9,622","2,315","1,277",901,205,47,18,3,1,2
2021.3/4,관악구,신사동,"13,913","9,136","2,310","1,317",913,186,41,8,2,0,0
2021.3/4,관악구,신림동,"17,751","14,885","1,871",579,324,70,16,3,2,0,1
2021.3/4,관악구,난향동,"6,274","1,930","1,581","1,251","1,149",280,62,16,2,1,2
2021.3/4,관악구,조원동,"10,656","7,012","1,818",943,684,160,28,9,1,1,0
2021.3/4,관악구,대학동,"16,322","12,320","1,939","1,105",741,168,41,7,1,0,0
2021.3/4,관악구,은천동,"16,039","7,381","3,536","2,452","2,043",475,120,24,7,1,0
2021.3/4,관악구,성현동,"12,376","4,128","3,000","2,462","2,197",475,82,21,6,4,1
2021.3/4,관악구,청룡동,"23,173","16,516","3,236","1,760","1,282",296,62,13,7,1,0
2021.3/4,관악구,난곡동,"13,101","5,805","3,250","2,116","1,489",346,69,20,5,1,0
2021.3/4,관악구,삼성동,"10,707","4,553","2,715","1,757","1,270",328,64,15,2,1,2
2021.3/4,관악구,미성동,"14,296","6,012","3,380","2,444","1,854",485,91,24,5,0,1
2021.3/4,서초구,서초1동,"9,409","4,142","1,850","1,567","1,358",349,110,27,4,0,2
2021.3/4,서초구,서초2동,"11,137","4,389","2,189","2,064","1,965",407,88,22,9,3,1
2021.3/4,서초구,서초3동,"15,245","7,046","2,995","2,379","2,116",508,136,41,16,6,2
2021.3/4,서초구,서초4동,"10,900","2,377","1,987","2,608","3,173",598,106,33,12,5,1
2021.3/4,서초구,잠원동,"10,764","3,609","1,930","2,325","2,319",443,98,27,10,1,2
2021.3/4,서초구,반포본동,"2,122",497,464,506,521,109,22,3,0,0,0
2021.3/4,서초구,반포1동,"14,960","6,432","2,407","2,551","2,787",611,126,26,13,6,1
2021.3/4,서초구,반포2동,"5,009",642,897,"1,285","1,646",424,84,17,7,5,2
2021.3/4,서초구,반포3동,"7,728","1,375","1,620","2,073","2,116",438,69,28,7,1,1
2021.3/4,서초구,반포4동,"7,181","1,816","1,547","1,787","1,522",378,101,18,8,2,2
2021.3/4,서초구,방배본동,"7,982","2,262","1,659","1,708","1,810",392,114,27,6,3,1
2021.3/4,서초구,방배1동,"7,562","2,944","1,799","1,329","1,152",252,62,14,6,2,2
2021.3/4,서초구,방배2동,"8,479","3,023","2,158","1,554","1,355",295,64,22,4,2,2
2021.3/4,서초구,방배3동,"7,195","1,796","1,719","1,694","1,537",331,81,28,5,3,1
2021.3/4,서초구,방배4동,"9,756","3,431","2,098","1,785","1,877",428,104,24,7,1,1
2021.3/4,서초구,양재1동,"17,945","6,164","4,127","3,398","3,002",952,220,61,15,4,2
2021.3/4,서초구,양재2동,"10,828","5,263","2,245","1,574","1,306",332,76,21,8,2,1
2021.3/4,서초구,내곡동,"7,295","2,260","1,905","1,510","1,197",311,77,19,11,3,2
2021.3/4,강남구,신사동,"7,067","2,765","1,567","1,251","1,130",254,71,19,5,4,1
2021.3/4,강남구,논현1동,"14,215","9,652","2,416","1,129",715,201,70,21,8,1,2
2021.3/4,강남구,논현2동,"11,474","6,453","2,124","1,482","1,098",231,66,15,5,0,0
2021.3/4,강남구,삼성1동,"5,530","2,059","1,207","1,014",898,260,62,19,6,3,2
2021.3/4,강남구,삼성2동,"13,227","5,745","2,319","2,291","2,276",447,105,30,10,1,3
2021.3/4,강남구,대치1동,"7,269",572,"1,034","1,984","2,944",588,111,23,5,7,1
2021.3/4,강남구,대치4동,"10,329","5,686","1,703","1,311","1,254",281,77,16,0,1,0
2021.3/4,강남구,역삼1동,"24,192","17,730","3,453","1,597","1,037",270,76,20,4,4,1
2021.3/4,강남구,역삼2동,"15,510","6,572","2,287","2,827","3,112",545,117,33,10,5,2
2021.3/4,강남구,도곡1동,"8,550","2,722","1,649","1,841","1,862",355,87,20,11,3,0
2021.3/4,강남구,도곡2동,"11,707","2,212","2,464","2,983","3,228",650,130,35,2,1,2
2021.3/4,강남구,개포1동,"2,552",749,632,499,512,125,22,9,2,2,0
2021.3/4,강남구,개포4동,"10,016","3,482","2,269","1,999","1,806",358,71,20,5,4,2
2021.3/4,강남구,일원본동,"8,080","1,480","1,670","2,009","2,410",417,74,15,4,0,1
2021.3/4,강남구,일원1동,"7,410","3,304","1,836","1,170",821,221,46,10,2,0,0
2021.3/4,강남구,일원2동,"7,479","2,428","1,855","1,597","1,327",229,34,8,0,1,0
2021.3/4,강남구,수서동,"7,800","3,628","2,304","1,091",602,132,32,6,5,0,0
2021.3/4,강남구,세곡동,"17,891","6,141","4,053","3,252","3,155",997,217,58,12,6,0
2021.3/4,강남구,압구정동,"10,336","2,850","2,473","2,322","2,030",477,140,30,9,3,2
2021.3/4,강남구,청담동,"11,416","4,542","2,356","2,098","1,832",433,100,37,12,3,3
2021.3/4,강남구,대치2동,"12,812","2,747","2,392","3,123","3,696",685,130,28,6,4,1
2021.3/4,강남구,개포2동,"9,356","1,635","2,076","2,393","2,576",541,103,24,7,1,0
2021.3/4,송파구,풍납1동,"6,048","2,430","1,525","1,050",847,140,43,11,1,1,0
2021.3/4,송파구,풍납2동,"11,035","4,270","2,374","2,161","1,780",328,94,22,6,0,0
2021.3/4,송파구,거여1동,"5,655","2,137","1,405","1,039",839,183,43,7,1,1,0
2021.3/4,송파구,거여2동,"8,169","2,791","2,153","1,657","1,227",278,52,7,2,0,2
2021.3/4,송파구,마천1동,"8,805","3,622","2,142","1,508","1,127",322,69,12,3,0,0
2021.3/4,송파구,마천2동,"8,727","3,509","2,243","1,497","1,115",275,71,10,5,0,2
2021.3/4,송파구,방이1동,"6,267","1,951","1,300","1,308","1,336",276,76,17,2,1,0
2021.3/4,송파구,방이2동,"15,297","9,135","2,901","1,739","1,175",268,64,11,1,2,1
2021.3/4,송파구,오륜동,"5,922",690,"1,281","1,602","1,873",382,59,28,5,0,2
2021.3/4,송파구,오금동,"15,688","4,693","3,760","3,484","2,909",653,156,24,5,3,1
2021.3/4,송파구,송파1동,"12,276","6,142","2,704","1,759","1,261",304,81,14,7,2,2
2021.3/4,송파구,송파2동,"7,235","1,767","1,629","1,715","1,670",368,63,13,9,1,0
2021.3/4,송파구,석촌동,"16,929","9,009","3,622","2,260","1,610",317,88,12,8,3,0
2021.3/4,송파구,삼전동,"16,121","8,497","3,436","2,181","1,538",366,74,19,6,3,1
2021.3/4,송파구,가락본동,"11,883","4,775","2,638","2,184","1,742",422,91,23,4,2,2
2021.3/4,송파구,가락1동,"9,809","1,696","2,501","2,588","2,441",459,95,21,2,1,5
2021.3/4,송파구,가락2동,"12,441","3,255","2,730","2,915","2,875",523,109,25,5,2,2
2021.3/4,송파구,문정1동,"8,503","2,954","1,945","1,658","1,519",336,70,12,6,0,3
2021.3/4,송파구,문정2동,"15,699","8,993","2,802","1,883","1,582",321,83,22,11,1,1
2021.3/4,송파구,잠실본동,"15,462","8,774","2,989","1,962","1,353",287,70,21,4,1,1
2021.3/4,송파구,잠실4동,"7,263","1,131","1,515","2,062","2,044",399,81,19,10,2,0
2021.3/4,송파구,잠실6동,"5,878",984,"1,410","1,576","1,452",348,74,27,2,2,3
2021.3/4,송파구,잠실7동,"3,394",530,920,872,838,178,45,6,5,0,0
2021.3/4,송파구,잠실2동,"11,620","1,720","2,013","3,098","3,978",661,126,14,8,1,1
2021.3/4,송파구,잠실3동,"11,939","1,829","2,815","3,192","3,337",604,123,25,10,2,2
2021.3/4,송파구,장지동,"12,022","3,584","3,008","2,693","2,131",487,99,17,3,0,0
2021.3/4,송파구,위례동,"11,931","1,636","2,265","3,066","3,695","1,039",185,32,9,3,1
2021.3/4,강동구,명일1동,"10,111","2,602","2,501","2,409","2,090",419,65,13,8,1,3
2021.3/4,강동구,명일2동,"6,441","1,650","1,251","1,397","1,707",341,61,24,8,1,1
2021.3/4,강동구,고덕1동,"8,523","1,570","1,600","2,197","2,575",472,82,16,10,0,1
2021.3/4,강동구,고덕2동,"8,839","2,360","2,181","2,074","1,843",302,53,20,3,1,2
2021.3/4,강동구,암사2동,"6,320","1,941","1,606","1,387","1,128",211,33,8,2,2,2
2021.3/4,강동구,암사3동,"6,277","1,125","1,458","1,577","1,659",351,69,21,9,4,4
2021.3/4,강동구,천호1동,"12,894","5,571","3,182","2,184","1,509",346,80,13,6,0,3
2021.3/4,강동구,천호3동,"14,090","7,481","3,054","1,935","1,254",279,67,13,6,1,0
2021.3/4,강동구,성내1동,"8,400","2,707","2,039","1,806","1,465",299,60,21,1,2,0
2021.3/4,강동구,성내2동,"12,834","6,841","2,820","1,830","1,034",234,50,18,7,0,0
2021.3/4,강동구,성내3동,"10,699","4,361","2,545","1,869","1,514",327,63,16,3,1,0
2021.3/4,강동구,둔촌1동,82,58,7,8,7,2,0,0,0,0,0
2021.3/4,강동구,둔촌2동,"10,541","3,581","2,552","2,119","1,876",347,57,6,2,0,1
2021.3/4,강동구,암사1동,"15,896","6,405","3,792","2,899","2,238",443,84,25,7,3,0
2021.3/4,강동구,천호2동,"17,489","8,926","3,978","2,471","1,646",361,80,16,8,3,0
2021.3/4,강동구,길동,"21,732","9,569","4,946","3,689","2,711",627,136,40,9,4,1
2021.3/4,강동구,강일동,"12,690","3,258","3,393","2,745","2,421",733,111,23,3,2,1
2021.3/4,강동구,상일1동,"13,486","2,233","2,943","3,566","3,841",745,125,20,8,1,4
2021.3/4,강동구,상일2동,"3,861","1,152",842,710,788,292,65,11,1,0,0
